prospect_id,account_id,campaign_id,campaign_name,marketing_channel,funnel_stage,account_name,company_domain,country,job_title,job_category,seniority_level,function_area,decision_power,opt_in_timestamp,opt_in_date,opt_in_year,opt_in_month,opt_in_month_name,opt_in_weekday_name,opt_in_quarter,opt_in_hour,time_segment,is_business_hours,is_weekend,opt_in_status,opt_out_timestamp,has_opted_out,opt_out_duration_days
0034M0000q4U8WsQAI,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,advertisement,no_show,Alpha Innovations,alphainnov.biz,Italy,IT Project Analyst,practitioner,mid_level,data_analytics,low,2023-06-25 06:11:00,2023-06-25,2023.0,6.0,June,Sunday,2.0,6.0,morning,False,True,no,,False,
0034M0000NtXhrRQAV,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-cyber_monday_special,Cyber Monday Special,trade_show,no_show,Alpha Innovations,alphainnov.biz,Italy,"""Information, Infrastructure Operations Technology Analyst""",practitioner,mid_level,data_analytics,low,2023-07-29 06:11:00,2023-07-29,2023.0,7.0,July,Saturday,3.0,6.0,morning,False,True,no,,False,
0034M0000kCix2eQAB,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-spring_flower_sale,Spring Flower Sale,advertisement,no_show,Alpha Innovations,alphainnov.biz,Italy,Data Analyst,practitioner,mid_level,data_analytics,low,2023-10-05 06:11:00,2023-10-05,2023.0,10.0,October,Thursday,4.0,6.0,morning,False,False,yes,,False,
0034M0000NvV4PMQA1,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,advertisement,no_show,Alpha Innovations,alphainnov.biz,Italy,Technical Business Analyst,practitioner,mid_level,data_analytics,low,2025-03-17 06:11:00,2025-03-17,2025.0,3.0,March,Monday,1.0,6.0,morning,False,False,yes,,False,
0034M0000jYUa5rQAJ,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-annual_summer_clearance,Annual Summer Clearance,advertisement,no_show,Alpha Innovations,alphainnov.biz,Italy,Digital and Data Analyst,practitioner,mid_level,data_analytics,low,2025-09-27 06:11:00,2025-09-27,2025.0,9.0,September,Saturday,3.0,6.0,morning,False,True,yes,,False,
0034M0000pxiPLUQA2,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-spring_break_sale,Spring Break Sale,trade_show,no_show,Alpha Innovations,alphainnov.biz,Italy,Data Analyst,practitioner,mid_level,data_analytics,low,2025-04-08 06:11:00,2025-04-08,2025.0,4.0,April,Tuesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000q5VhH5QAJ,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-year_end_clearance,Year End Clearance,trade_show,registered,Alpha Innovations,alphainnov.biz,Italy,Senior Data Analyst,senior_practitioner,senior,data_analytics,medium,2025-03-17 06:11:00,2025-03-17,2025.0,3.0,March,Monday,1.0,6.0,morning,False,False,yes,,False,
0034M0000mhebC7QAI,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-spring_break_sale,Spring Break Sale,advertisement,no_show,Alpha Innovations,alphainnov.biz,Italy,Data Analyst,practitioner,mid_level,data_analytics,low,2025-09-27 06:11:00,2025-09-27,2025.0,9.0,September,Saturday,3.0,6.0,morning,False,True,yes,,False,
0034M0000pHLGuwQAH,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-year_end_clearance,Year End Clearance,advertisement,registered,Alpha Innovations,alphainnov.biz,Italy,Data Analytics Specialist,practitioner,mid_level,data_analytics,low,2025-04-08 06:11:00,2025-04-08,2025.0,4.0,April,Tuesday,2.0,6.0,morning,False,False,,,False,
0034M0000f8FZNTQA2,0014M0000mXuCYxQAN,FY23-Q3-global-PROD461-fall_favorites_discounts,Fall Favorites Discounts,advertisement,responded,Alpha Innovations,alphainnov.biz,Italy,Business Analyst,practitioner,mid_level,data_analytics,low,2025-03-17 06:11:00,2025-03-17,2025.0,3.0,March,Monday,1.0,6.0,morning,False,False,,,False,
0034M0000klMsmiQAC,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Senior Research Analyst,senior_practitioner,senior,data_analytics,medium,2023-08-06 06:11:00,2023-08-06,2023.0,8.0,August,Sunday,3.0,6.0,morning,False,True,,,False,
0034M0000pVRVwFQAX,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-fall_favorites_sale,Fall Favorites Sale,trade_show,no_show,Apex Innovations,apexinnov.com,United States,"Senior Business, Payroll Systems Analyst",senior_practitioner,senior,data_analytics,medium,2023-07-01 06:11:00,2023-07-01,2023.0,7.0,July,Saturday,3.0,6.0,morning,False,True,,,False,
0034M0000FbwBd0QAF,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-spring_sales_bonanza,Spring Sales Bonanza,advertisement,responded,Apex Innovations,apexinnov.com,United States,Information Security Analyst,practitioner,mid_level,data_analytics,low,2023-03-07 06:11:00,2023-03-07,2023.0,3.0,March,Tuesday,1.0,6.0,morning,False,False,,,False,
0034M0000qCt89gQAB,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-halloween_haunt,Halloween Haunt,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Senior IT Business Analyst,senior_practitioner,senior,data_analytics,medium,2023-07-27 06:11:00,2023-07-27,2023.0,7.0,July,Thursday,3.0,6.0,morning,False,False,yes,,False,
0034M0000VuhvKFQAZ,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,advertisement,no_show,Apex Innovations,apexinnov.com,United States,"""Senior Director, Data & Analytics""",executive,c_level,data_analytics,high,2023-05-22 06:11:00,2023-05-22,2023.0,5.0,May,Monday,2.0,6.0,morning,False,False,yes,,False,
0034M0000jPZJY5QAJ,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-year_end_clearance,Year End Clearance,trade_show,registered,Apex Innovations,apexinnov.com,United States,"Senior Advisor, Data and Analytics Governance",senior_practitioner,senior,data_analytics,medium,2023-07-09 06:11:00,2023-07-09,2023.0,7.0,July,Sunday,3.0,6.0,morning,False,True,yes,,False,
0034M0000tlzpWQQAZ,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-annual_clearance_event,Annual Clearance Event,advertisement,responded,Apex Innovations,apexinnov.com,United States,Senior Privacy Security Analyst,senior_practitioner,senior,data_analytics,medium,2023-03-23 06:11:00,2023-03-23,2023.0,3.0,March,Thursday,1.0,6.0,morning,False,False,yes,,False,
0034M0000n7sDX1QAI,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Business Systems Analyst,practitioner,mid_level,data_analytics,low,2023-03-23 06:11:00,2023-03-23,2023.0,3.0,March,Thursday,1.0,6.0,morning,False,False,yes,,False,
0034M0000UGvjnHQAT,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-cyber_monday_special,Cyber Monday Special,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Data Analyst,practitioner,mid_level,data_analytics,low,2023-03-25 06:11:00,2023-03-25,2023.0,3.0,March,Saturday,1.0,6.0,morning,False,True,yes,,False,
0034M0000qxVY1JQAX,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-spring_flower_sale,Spring Flower Sale,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Data Analyst,practitioner,mid_level,data_analytics,low,2023-10-09 06:11:00,2023-10-09,2023.0,10.0,October,Monday,4.0,6.0,morning,False,False,yes,,False,
0034M0000NlEjZsQAL,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Data Analyst,practitioner,mid_level,data_analytics,low,2023-01-28 06:11:00,2023-01-28,2023.0,1.0,January,Saturday,1.0,6.0,morning,False,True,yes,,False,
0034M0000r4l8G1QAI,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Business Intelligence Analyst,practitioner,mid_level,data_analytics,low,2023-03-21 06:11:00,2023-03-21,2023.0,3.0,March,Tuesday,1.0,6.0,morning,False,False,yes,,False,
0034M0000PAmMhOQAX,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Business System Analyst,practitioner,mid_level,data_analytics,low,2023-09-11 06:11:00,2023-09-11,2023.0,9.0,September,Monday,3.0,6.0,morning,False,False,yes,,False,
0034M0000m1tHqDQAU,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-annual_summer_clearance,Annual Summer Clearance,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Decision Analytics Associate,practitioner,junior,data_analytics,low,2023-10-29 06:11:00,2023-10-29,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000qStQ3VQAV,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-cyber_monday_special,Cyber Monday Special,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Data Analyst,practitioner,mid_level,data_analytics,low,2023-06-27 06:11:00,2023-06-27,2023.0,6.0,June,Tuesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000rKtwEnQAJ,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-spring_flower_sale,Spring Flower Sale,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Sr. Data & Analytics Consultant,senior_practitioner,senior,data_analytics,medium,2023-11-02 06:11:00,2023-11-02,2023.0,11.0,November,Thursday,4.0,6.0,morning,False,False,yes,,False,
0034M0000R9FJliQAD,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-spring_sales_bonanza,Spring Sales Bonanza,advertisement,responded,Apex Innovations,apexinnov.com,United States,GIS Data Analyst,practitioner,mid_level,data_analytics,low,2023-10-31 06:11:00,2023-10-31,2023.0,10.0,October,Tuesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000m94A7tQAJ,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-fall_fever_special,Fall Fever Special,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Business Intelligence Analyst,practitioner,mid_level,data_analytics,low,2023-10-11 06:11:00,2023-10-11,2023.0,10.0,October,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000VW3wprQAB,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-spring_sales_bonanza,Spring Sales Bonanza,trade_show,attended,Apex Innovations,apexinnov.com,United States,"Vice President, Finance Financial Planning Analysis Credit Cards & Unsecured Lending (US)",executive,c_level,data_analytics,high,2023-10-13 06:11:00,2023-10-13,2023.0,10.0,October,Friday,4.0,6.0,morning,False,False,yes,,False,
0034M0000tXibF5QAJ,0014M0000DkP01UQAZ,FY23-Q3-global-PROD461-summer_festival_sale,Summer Festival Sale,advertisement,no_show,Apex Innovations,apexinnov.com,United States,Analyst (SAP Applications Management),practitioner,mid_level,data_analytics,low,2023-06-27 06:11:00,2023-06-27,2023.0,6.0,June,Tuesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000qgUTsPQAZ,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-end_of_summer_clearance,End of Summer Clearance,advertisement,attended,Apollo Innovations,apolloinnovations.net,Argentina,Director of Operational Strategy & Analytics,executive,c_level,data_analytics,high,2023-09-19 06:11:00,2023-09-19,2023.0,9.0,September,Tuesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000XtQYdQQAV,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_spectacular,Summer Spectacular,advertisement,attended,Apollo Innovations,apolloinnovations.net,Argentina,Application System Analyst,practitioner,mid_level,data_analytics,low,2023-05-04 06:11:00,2023-05-04,2023.0,5.0,May,Thursday,2.0,6.0,morning,False,False,yes,,False,
0034M0000p6t90CQAR,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-labor_day_sale,Labor Day Sale,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Senior Business Analyst,senior_practitioner,senior,data_analytics,medium,2023-03-07 06:11:00,2023-03-07,2023.0,3.0,March,Tuesday,1.0,6.0,morning,False,False,yes,,False,
0034M0000nh1x5rQAI,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-winter_savings_event,Winter Savings Event,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Business Analysis,practitioner,mid_level,data_analytics,low,2023-10-13 06:11:00,2023-10-13,2023.0,10.0,October,Friday,4.0,6.0,morning,False,False,yes,,False,
0034M0000p6t90CQAR,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Management Analyst,practitioner,mid_level,data_analytics,low,2023-07-19 06:11:00,2023-07-19,2023.0,7.0,July,Wednesday,3.0,6.0,morning,False,False,yes,,False,
0034M0000p4wLj7QAJ,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-autumn_affair,Autumn Affair,advertisement,registered,Apollo Innovations,apolloinnovations.net,Argentina,Director Enterprise Strategy and Data Analytics,executive,c_level,data_analytics,high,2023-05-10 06:11:00,2023-05-10,2023.0,5.0,May,Wednesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000oFdnkbQAJ,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_super_sale,Summer Super Sale,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Business Analyst,practitioner,mid_level,data_analytics,low,2023-07-23 06:11:00,2023-07-23,2023.0,7.0,July,Sunday,3.0,6.0,morning,False,True,yes,,False,
0034M0000eLklMDQAZ,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_spectacular,Summer Spectacular,advertisement,attended,Apollo Innovations,apolloinnovations.net,Argentina,IT Business Analyst III,practitioner,mid_level,data_analytics,low,2023-10-07 06:11:00,2023-10-07,2023.0,10.0,October,Saturday,4.0,6.0,morning,False,True,yes,,False,
0034M0000qBdilYQAZ,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_super_sale,Summer Super Sale,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,"Senior Director, Advanced Analytics & Data Science",executive,c_level,data_analytics,high,2023-04-20 06:11:00,2023-04-20,2023.0,4.0,April,Thursday,2.0,6.0,morning,False,False,yes,,False,
0034M0000aT0vsZQAR,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-end_of_summer_blowout,End of Summer Blowout,advertisement,registered,Apollo Innovations,apolloinnovations.net,Argentina,Lead Analyst | Lead Engineer,senior_practitioner,senior,data_analytics,medium,2023-03-07 06:11:00,2023-03-07,2023.0,3.0,March,Tuesday,1.0,6.0,morning,False,False,yes,,False,
0034M0000p9eNdmQAI,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Sr. Data Analyst,senior_practitioner,senior,data_analytics,medium,2023-10-09 06:11:00,2023-10-09,2023.0,10.0,October,Monday,4.0,6.0,morning,False,False,yes,,False,
0034M0000hHblMPQAY,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_spectacular,Summer Spectacular,advertisement,attended,Apollo Innovations,apolloinnovations.net,Argentina,Senior Data Analyst (III),senior_practitioner,senior,data_analytics,medium,2023-03-31 06:11:00,2023-03-31,2023.0,3.0,March,Friday,1.0,6.0,morning,False,False,yes,,False,
0034M0000o2haerQAI,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-march_madness_sale,March Madness Sale,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Logistics Analyst,practitioner,mid_level,data_analytics,low,2023-06-21 06:11:00,2023-06-21,2023.0,6.0,June,Wednesday,2.0,6.0,morning,False,False,yes,,False,
0034M0000n5dNtMQAU,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-autumn_bounty_sale,Autumn Bounty Sale,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Head  Analytics,decision_maker,director,data_analytics,high,2023-02-13 06:11:00,2023-02-13,2023.0,2.0,February,Monday,1.0,6.0,morning,False,False,yes,,False,
0034M0000reZpA7QAI,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-end_of_summer_clearance,End of Summer Clearance,advertisement,attended,Apollo Innovations,apolloinnovations.net,Argentina,Business Systems Analyst,practitioner,mid_level,data_analytics,low,2023-10-25 06:11:00,2023-10-25,2023.0,10.0,October,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000ptHEf6QAH,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-winter_savings_event,Winter Savings Event,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Senior Business Analyst,senior_practitioner,senior,data_analytics,medium,2023-09-23 06:11:00,2023-09-23,2023.0,9.0,September,Saturday,3.0,6.0,morning,False,True,yes,,False,
0034M0000qrW6F0QAI,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_super_sale,Summer Super Sale,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,System Analyst,practitioner,mid_level,data_analytics,low,2023-10-03 06:11:00,2023-10-03,2023.0,10.0,October,Tuesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000qqT74XQAJ,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-winter_discount_extravaganza,Winter Discount Extravaganza,trade_show,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Business Analyst II,practitioner,mid_level,data_analytics,low,2023-03-03 06:11:00,2023-03-03,2023.0,3.0,March,Friday,1.0,6.0,morning,False,False,yes,,False,
0034M0000psh0qhQAI,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,advertisement,no_show,Apollo Innovations,apolloinnovations.net,Argentina,Network Operations Analyst,practitioner,mid_level,data_analytics,low,2023-10-05 06:11:00,2023-10-05,2023.0,10.0,October,Thursday,4.0,6.0,morning,False,False,yes,,False,
0034M0000sPyHsxQAF,0014M0000CrRQXWQAZ,FY23-Q3-global-PROD461-autumn_affair,Autumn Affair,advertisement,registered,Apollo Innovations,apolloinnovations.net,Argentina,Senior Privacy Analyst,senior_practitioner,senior,data_analytics,medium,2023-02-03 06:11:00,2023-02-03,2023.0,2.0,February,Friday,1.0,6.0,morning,False,False,yes,,False,
0034M0000reCSIdQAM,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-spring_break_sale,Spring Break Sale,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,"Application Analyst, Senior",senior_practitioner,senior,data_analytics,medium,2023-10-29 06:11:00,2023-10-29,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000o1YmpDQAZ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,Cybersecurity Analyst,practitioner,mid_level,data_analytics,low,2023-04-28 06:11:00,2023-04-28,2023.0,4.0,April,Friday,2.0,6.0,morning,False,False,yes,,False,
0034M0000rOfH1qQAJ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-halloween_bash,Halloween Bash,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,Analyst & Software Engineer,practitioner,mid_level,data_analytics,low,2023-09-03 06:11:00,2023-09-03,2023.0,9.0,September,Sunday,3.0,6.0,morning,False,True,yes,,False,
0034M0000nZvzYIQAZ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-labor_day_blowout,Labor Day Blowout,social_media,no_show,Aquarius Systems,aquariussystems.biz,Canada,Senior Analyst & Software Engineer,senior_practitioner,senior,data_analytics,medium,2023-09-15 06:11:00,2023-09-15,2023.0,9.0,September,Friday,3.0,6.0,morning,False,False,yes,,False,
0034M0000qr5jp6QAJ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-halloween_savings_bash,Halloween Savings Bash,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,Analyst,practitioner,mid_level,data_analytics,low,2023-02-11 06:11:00,2023-02-11,2023.0,2.0,February,Saturday,1.0,6.0,morning,False,True,yes,,False,
0034M0000q4KjQuQAJ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-winter_wonderland,Winter Wonderland,advertisement,responded,Aquarius Systems,aquariussystems.biz,Canada,Analyst - Data,practitioner,mid_level,data_analytics,low,2023-10-05 06:11:00,2023-10-05,2023.0,10.0,October,Thursday,4.0,6.0,morning,False,False,yes,,False,
0034M0000s3NTHNQA1,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,advertisement,attended,Aquarius Systems,aquariussystems.biz,Canada,Business System Analyst & Specialist,practitioner,mid_level,data_analytics,low,2023-03-11 06:11:00,2023-03-11,2023.0,3.0,March,Saturday,1.0,6.0,morning,False,True,yes,,False,
0034M0000rVQsNtQAJ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-labor_day_blowout,Labor Day Blowout,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,Senior Systems Analyst,senior_practitioner,senior,data_analytics,medium,2023-10-15 06:11:00,2023-10-15,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000rPcseFQAZ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-halloween_bash,Halloween Bash,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,"Senior Director of Development Data, Research, and Analysis",executive,c_level,data_analytics,high,2023-11-08 06:11:00,2023-11-08,2023.0,11.0,November,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000qVYm5QQAZ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,trade_show,no_show,Aquarius Systems,aquariussystems.biz,Canada,Quality Analyst,practitioner,mid_level,data_analytics,low,2023-09-03 06:11:00,2023-09-03,2023.0,9.0,September,Sunday,3.0,6.0,morning,False,True,yes,,False,
0034M0000p6tkooQAJ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-halloween_special,Halloween Special,trade_show,no_show,Aquarius Systems,aquariussystems.biz,Canada,"Procurement Market Analyst, GHSC-PSM",practitioner,mid_level,data_analytics,low,2023-02-21 06:11:00,2023-02-21,2023.0,2.0,February,Tuesday,1.0,6.0,morning,False,False,yes,,False,
0034M0000oqYZaUQAZ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-halloween_clearance,Halloween Clearance,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,"""Senior Director, Client Analytics""",executive,c_level,data_analytics,high,2023-10-01 06:11:00,2023-10-01,2023.0,10.0,October,Sunday,4.0,6.0,morning,False,True,yes,,False,
0034M0000qprNE7QAZ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,Manager at BearingPoint | Data & Analytics team,decision_maker,manager,data_analytics,medium,2023-11-22 06:11:00,2023-11-22,2023.0,11.0,November,Wednesday,4.0,6.0,morning,False,False,yes,,False,
0034M0000tXtQseQAJ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-halloween_bash,Halloween Bash,advertisement,no_show,Aquarius Systems,aquariussystems.biz,Canada,"""Vice President, Financial Planning & Analysis""",executive,c_level,data_analytics,high,2023-03-23 06:11:00,2023-03-23,2023.0,3.0,March,Thursday,1.0,6.0,morning,False,False,yes,,False,
0034M0000rDbv8aQAJ,0014M0000BhE6DqQAL,FY23-Q3-global-PROD461-fall_favorites_discounts,Fall Favorites Discounts,advertisement,responded,Aquarius Systems,aquariussystems.biz,Canada,Data Engineer & Team Lead Consultant (Product Strategy & Analytics),decision_maker,manager,data_analytics,medium,2023-06-29 06:11:00,2023-06-29,2023.0,6.0,June,Thursday,2.0,6.0,morning,False,False,yes,,False,
